date,igw,wte_ft,head_ft_1,head_ft_2,head_ft_2,head_ft_3,head_ft_4
1973-09-30,3781,213.27,213.27,147.42,147.42,144.01,144.01
1973-10-31,3781,217.9219,217.9219,215.3323,215.3323,214.6981,214.3886
1973-11-30,3781,245.5171,245.5171,243.0403,243.0403,242.4121,242.1122
1973-12-31,3781,273.5877,273.5877,269.7963,269.7963,268.8096,268.3438
1974-01-31,3781,307.6963,307.6963,299.8612,299.8612,297.7846,296.8329
1974-02-28,3781,317.7663,317.7663,309.2484,309.2484,306.9939,305.9694
1974-03-31,3781,324.0983,324.0983,315.2395,315.2395,312.8971,311.8347
1974-04-30,3781,323.5498,323.5498,314.2713,314.2713,312.0731,311.0778
1974-05-31,3781,322.4115,322.4115,312.4357,312.4357,310.3402,309.3917
1974-06-30,3781,317.7789,317.7789,308.5637,308.5637,306.676,305.8211
1974-07-31,3781,312.2789,312.2789,303.9557,303.9557,302.2498,301.4771
1974-08-31,3781,306.3324,306.3324,298.5843,298.5843,297.0441,296.3466
1974-09-30,3781,303.298,303.298,297.0704,297.0704,295.6274,294.9722
1974-10-31,3781,301.4955,301.4955,296.0364,296.0364,294.6881,294.0749
1974-11-30,3781,300.8528,300.8528,295.8091,295.8091,294.5303,293.9477
1974-12-31,3781,302.1804,302.1804,297.3258,297.3258,296.0808,295.5124
1975-01-31,3781,304.8462,304.8462,300.193,300.193,298.9508,298.3824
1975-02-28,3781,316.125,316.125,309.9438,309.9438,308.3053,307.5586
1975-03-31,3781,323.4236,323.4236,316.4033,316.4033,314.5469,313.7042
1975-04-30,3781,322.9082,322.9082,315.0875,315.0875,313.3113,312.5071
1975-05-31,3781,322.7731,322.7731,313.7924,313.7924,312.0374,311.243
1975-06-30,3781,320.3364,320.3364,311.712,311.712,310.0456,309.2908
1975-07-31,3781,315.0588,315.0588,307.0636,307.0636,305.5571,304.875
1975-08-31,3781,310.4533,310.4533,303.2505,303.2505,301.8614,301.2319
1975-09-30,3781,307.8891,307.8891,302.1666,302.1666,300.8544,300.2583
1975-10-31,3781,307.6136,307.6136,302.6928,302.6928,301.4362,300.8639
1975-11-30,3781,308.366,308.366,303.5989,303.5989,302.3827,301.8275
1975-12-31,3781,309.6822,309.6822,304.9462,304.9462,303.7257,303.1683
1976-01-31,3781,310.5758,310.5758,305.954,305.954,304.7228,304.1608
1976-02-29,3781,311.9526,311.9526,307.198,307.198,305.9327,305.3556
1976-03-31,3781,314.8482,314.8482,309.7049,309.7049,308.3394,307.7177
1976-04-30,3781,314.9546,314.9546,308.8109,308.8109,307.4691,306.8591
1976-05-31,3781,311.0752,311.0752,304.2196,304.2196,302.9806,302.4184
1976-06-30,3781,306.2454,306.2454,299.819,299.819,298.6554,298.1275
1976-07-31,3781,300.4779,300.4779,294.2966,294.2966,293.2194,292.7314
1976-08-31,3781,296.981,296.981,291.5617,291.5617,290.5234,290.0521
1976-09-30,3781,295.2603,295.2603,290.8573,290.8573,289.8435,289.3822
1976-10-31,3781,293.4149,293.4149,289.2871,289.2871,288.3232,287.8843
1976-11-30,3781,292.7363,292.7363,289.0021,289.0021,288.0554,287.6236
1976-12-31,3781,292.5416,292.5416,288.9137,288.9137,287.9836,287.559
1977-01-31,3781,293.7075,293.7075,290.2048,290.2048,289.2704,288.843
1977-02-28,3781,294.6805,294.6805,291.2101,291.2101,290.2836,289.8594
1977-03-31,3781,296.6196,296.6196,293.1002,293.1002,292.1602,291.7294
1977-04-30,3781,295.4799,295.4799,290.8575,290.8575,289.9502,289.536
1977-05-31,3781,294.4199,294.4199,289.715,289.715,288.7949,288.3747
1977-06-30,3781,289.5314,289.5314,284.3433,284.3433,283.4796,283.0872
1977-07-31,3781,283.8647,283.8647,278.8866,278.8866,278.0706,277.7007
1977-08-31,3781,278.8221,278.8221,274.2501,274.2501,273.476,273.1253
1977-09-30,3781,277.4842,277.4842,274.153,274.153,273.3727,273.0172
1977-10-31,3781,277.2109,277.2109,273.8451,273.8451,273.0743,272.7228
1977-11-30,3781,279.5266,279.5266,276.3518,276.3518,275.5454,275.1761
1977-12-31,3781,285.8537,285.8537,282.43,282.43,281.5509,281.1463
1978-01-31,3781,311.244,311.244,305.3106,305.3106,303.7376,303.0158
1978-02-28,3781,322.8199,322.8199,315.7056,315.7056,313.8261,312.9718
1978-03-31,3781,324.2202,324.2202,317.3384,317.3384,315.5185,314.6933
1978-04-30,3781,323.4529,323.4529,316.1151,316.1151,314.3708,313.5806
1978-05-31,3781,322.7799,322.7799,314.7366,314.7366,313.0291,312.2557
1978-06-30,3781,320.8529,320.8529,312.8653,312.8653,311.2315,310.4912
1978-07-31,3781,316.339,316.339,308.8703,308.8703,307.387,306.7148
1978-08-31,3781,311.8881,311.8881,305.0524,305.0524,303.6842,303.0638
1978-09-30,3781,309.301,309.301,304.0113,304.0113,302.71,302.1184
1978-10-31,3781,307.0968,307.0968,301.9043,301.9043,300.6807,300.1243
1978-11-30,3781,306.3516,306.3516,301.6781,301.6781,300.4879,299.9456
1978-12-31,3781,305.798,305.798,301.3145,301.3145,300.1639,299.6392
1979-01-31,3781,308.8554,308.8554,304.4247,304.4247,303.2437,302.7032
1979-02-28,3781,316.1703,316.1703,310.7017,310.7017,309.2521,308.5916
1979-03-31,3781,322.6048,322.6048,316.2607,316.2607,314.5841,313.8228
1979-04-30,3781,322.7388,322.7388,315.5358,315.5358,313.8993,313.158
1979-05-31,3781,322.5861,322.5861,314.5674,314.5674,312.9402,312.2033
1979-06-30,3781,317.8011,317.8011,310.0861,310.0861,308.6182,307.9535
1979-07-31,3781,312.2977,312.2977,305.1501,305.1501,303.8113,303.2051
1979-08-31,3781,308.4036,308.4036,301.9554,301.9554,300.7007,300.1316
1979-09-30,3781,305.6897,305.6897,300.4965,300.4965,299.3019,298.759
1979-10-31,3781,305.6359,305.6359,301.0006,301.0006,299.8374,299.3073
1979-11-30,3781,307.1804,307.1804,302.6701,302.6701,301.5253,301.0023
1979-12-31,3781,311.193,311.193,306.3337,306.3337,305.096,304.5306
1980-01-31,3781,323.447,323.447,316.9891,316.9891,315.2836,314.508
1980-02-29,3781,324.4633,324.4633,318.1514,318.1514,316.4826,315.7259
1980-03-31,3781,323.429,323.429,317.3375,317.3375,315.7267,314.9968
1980-04-30,3781,322.6535,322.6535,315.3013,315.3013,313.7265,313.0135
1980-05-31,3781,321.8419,321.8419,313.7748,313.7748,312.2174,311.5122
1980-06-30,3781,317.9832,317.9832,310.3563,310.3563,308.9238,308.2748
1980-07-31,3781,312.4777,312.4777,305.1261,305.1261,303.8215,303.2308
1980-08-31,3781,307.7267,307.7267,300.9858,300.9858,299.7687,299.2173
1980-09-30,3781,305.3777,305.3777,300.2769,300.2769,299.1042,298.5712
1980-10-31,3781,304.227,304.227,299.508,299.508,298.3894,297.8802
1980-11-30,3781,304.2755,304.2755,299.8503,299.8503,298.7598,298.2624
1980-12-31,3781,307.6302,307.6302,303.2229,303.2229,302.1068,301.5959
1981-01-31,3781,313.0596,313.0596,308.2095,308.2095,306.9215,306.3335
1981-02-28,3781,318.4313,318.4313,312.8622,312.8622,311.388,310.7173
1981-03-31,3781,322.6666,322.6666,316.5552,316.5552,314.9403,314.2074
1981-04-30,3781,322.4794,322.4794,315.0884,315.0884,313.5123,312.7985
1981-05-31,3781,318.1531,318.1531,310.2287,310.2287,308.8032,308.1579
1981-06-30,3781,312.1986,312.1986,304.7384,304.7384,303.4348,302.8448
1981-07-31,3781,306.2699,306.2699,299.1583,299.1583,297.9602,297.4182
1981-08-31,3781,300.2902,300.2902,293.8264,293.8264,292.7161,292.2138
1981-09-30,3781,296.8772,296.8772,292.3061,292.3061,291.2437,290.7614
1981-10-31,3781,297.6763,297.6763,293.484,293.484,292.4382,291.9615
1981-11-30,3781,315.402,315.402,309.4664,309.4664,307.9503,307.2571
1981-12-31,3781,323.6939,323.6939,316.9788,316.9788,315.2581,314.4763
1982-01-31,3781,323.6056,323.6056,317.3662,317.3662,315.7167,314.9688
1982-02-28,3781,323.7426,323.7426,317.6036,317.6036,315.9807,315.2449
1982-03-31,3781,323.662,323.662,317.6073,317.6073,316.0067,315.281
1982-04-30,3781,324.3544,324.3544,317.1532,317.1532,315.5528,314.8276
1982-05-31,3781,322.8915,322.8915,314.5306,314.5306,312.9737,312.2691
1982-06-30,3781,320.4778,320.4778,312.7714,312.7714,311.2787,310.6022
1982-07-31,3781,316.2114,316.2114,308.76,308.76,307.397,306.7794
1982-08-31,3781,311.8159,311.8159,304.9479,304.9479,303.6833,303.1101
1982-09-30,3781,310.9485,310.9485,305.8437,305.8437,304.6083,304.0459
1982-10-31,3781,312.0618,312.0618,307.2479,307.2479,306.04,305.4889
1982-11-30,3781,316.7618,316.7618,311.3293,311.3293,309.9483,309.3196
1982-12-31,3781,322.8076,322.8076,316.5245,316.5245,314.9223,314.1949
1983-01-31,3781,323.6673,323.6673,317.6465,317.6465,316.0555,315.3341
1983-02-28,3781,324.4913,324.4913,318.486,318.486,316.899,316.1795
1983-03-31,3781,325.2828,325.2828,319.2857,319.2857,317.701,316.9825
1983-04-30,3781,323.562,323.562,316.6662,316.6662,315.1528,314.4677
1983-05-31,3781,323.1499,323.1499,315.0473,315.0473,313.538,312.8547
1983-06-30,3781,322.7295,322.7295,314.6477,314.6477,313.1259,312.4367
1983-07-31,3781,319.8338,319.8338,312.0822,312.0822,310.6644,310.0221
1983-08-31,3781,316.0781,316.0781,308.9532,308.9532,307.6426,307.0485
1983-09-30,3781,315.2626,315.2626,309.94,309.94,308.6612,308.0793
1983-10-31,3781,315.3605,315.3605,310.2292,310.2292,308.9649,308.3896
1983-11-30,3781,322.4543,322.4543,316.3803,316.3803,314.8262,314.1204
1983-12-31,3781,324.396,324.396,318.2769,318.2769,316.7072,315.9954
1984-01-31,3781,323.3369,323.3369,317.6072,317.6072,316.0934,315.4075
1984-02-29,3781,322.9708,322.9708,317.3174,317.3174,315.8239,315.1471
1984-03-31,3781,323.1811,323.1811,317.5368,317.5368,316.0458,315.3701
1984-04-30,3781,322.6611,322.6611,315.8141,315.8141,314.3543,313.6933
1984-05-31,3781,321.4102,321.4102,313.7119,313.7119,312.294,311.652
1984-06-30,3781,318.9002,318.9002,311.8454,311.8454,310.507,309.9001
1984-07-31,3781,315.2218,315.2218,308.3382,308.3382,307.1054,306.5465
1984-08-31,3781,312.2097,312.2097,305.9605,305.9605,304.7933,304.2635
1984-09-30,3781,311.0587,311.0587,306.1431,306.1431,305.0017,304.4822
1984-10-31,3781,311.5755,311.5755,307.1635,307.1635,306.0515,305.5441
1984-11-30,3781,317.0234,317.0234,312.0616,312.0616,310.7483,310.1503
1984-12-31,3781,320.2429,320.2429,314.8826,314.8826,313.4658,312.8224
1985-01-31,3781,320.8994,320.8994,315.521,315.521,314.0996,313.4547
1985-02-28,3781,322.4963,322.4963,316.9071,316.9071,315.4311,314.762
1985-03-31,3781,322.6466,322.6466,317.0924,317.0924,315.6254,314.9606
1985-04-30,3781,322.7512,322.7512,317.108,317.108,315.6473,314.9853
1985-05-31,3781,322.4918,322.4918,316.4046,316.4046,314.9599,314.3055
1985-06-30,3781,320.32,320.32,314.3331,314.3331,312.9773,312.3629
1985-07-31,3781,318.3909,318.3909,312.7124,312.7124,311.4277,310.8447
1985-08-31,3781,316.8936,316.8936,311.5883,311.5883,310.3565,309.7969
1985-09-30,3781,315.4965,315.4965,311.001,311.001,309.8133,309.273
1985-10-31,3781,314.3806,314.3806,309.6965,309.6965,308.559,308.0412
1985-11-30,3781,315.1369,315.1369,310.6999,310.6999,309.5231,308.9873
1985-12-31,3781,317.1884,317.1884,312.4426,312.4426,311.1858,310.6142
1986-01-31,3781,322.6038,322.6038,317.0195,317.0195,315.5454,314.8764
1986-02-28,3781,325.3175,325.3175,319.5518,319.5518,318.0292,317.3386
1986-03-31,3781,324.4296,324.4296,318.8597,318.8597,317.3882,316.7216
1986-04-30,3781,323.1146,323.1146,317.662,317.662,316.2307,315.5825
1986-05-31,3781,322.8304,322.8304,317.1843,317.1843,315.7603,315.1153
1986-06-30,3781,321.9646,321.9646,315.8569,315.8569,314.4664,313.8368
1986-07-31,3781,319.7878,319.7878,314.039,314.039,312.7296,312.136
1986-08-31,3781,317.0941,317.0941,311.7661,311.7661,310.5498,309.9978
1986-09-30,3781,317.4149,317.4149,312.7257,312.7257,311.4864,310.9231
1986-10-31,3781,316.9805,316.9805,311.9336,311.9336,310.7254,310.1765
1986-11-30,3781,316.7862,316.7862,312.2156,312.2156,311.0048,310.4543
1986-12-31,3781,316.6603,316.6603,312.1213,312.1213,310.9186,310.3719
1987-01-31,3781,317.6373,317.6373,312.9419,312.9419,311.6988,311.1339
1987-02-28,3781,321.1403,321.1403,315.8894,315.8894,314.5023,313.8728
1987-03-31,3781,323.2388,323.2388,317.7498,317.7498,316.3005,315.6434
1987-04-30,3781,322.7333,322.7333,317.2714,317.2714,315.8508,315.2073
1987-05-31,3781,322.2073,322.2073,316.2718,316.2718,314.875,314.2425
1987-06-30,3781,319.7241,319.7241,313.9888,313.9888,312.6912,312.1031
1987-07-31,3781,317.5042,317.5042,312.1824,312.1824,310.9635,310.4102
1987-08-31,3781,315.3261,315.3261,310.2944,310.2944,309.1449,308.6226
1987-09-30,3781,311.8884,311.8884,307.2111,307.2111,306.1385,305.6514
1987-10-31,3781,309.4675,309.4675,305.1466,305.1466,304.1162,303.6478
1987-11-30,3781,309.6195,309.6195,305.7154,305.7154,304.6876,304.2192
1987-12-31,3781,316.1783,316.1783,311.4995,311.4995,310.2691,309.7083
1988-01-31,3781,322.5344,322.5344,316.9684,316.9684,315.5078,314.8447
1988-02-29,3781,322.6488,322.6488,317.1824,317.1824,315.7486,315.0989
1988-03-31,3781,322.6039,322.6039,317.1259,317.1259,315.7018,315.0567
1988-04-30,3781,322.5872,322.5872,317.1598,317.1598,315.7384,315.0945
1988-05-31,3781,322.5275,322.5275,316.9263,316.9263,315.5094,314.8676
1988-06-30,3781,320.9114,320.9114,315.0269,315.0269,313.6786,313.0679
1988-07-31,3781,318.2004,318.2004,312.5504,312.5504,311.3026,310.7367
1988-08-31,3781,315.5316,315.5316,310.3497,310.3497,309.1765,308.6437
1988-09-30,3781,310.934,310.934,306.0961,306.0961,305.0197,304.5314
1988-10-31,3781,307.9496,307.9496,303.5045,303.5045,302.481,302.0162
1988-11-30,3781,310.1891,310.1891,306.1931,306.1931,305.1418,304.6618
1988-12-31,3781,312.648,312.648,308.5267,308.5267,307.4419,306.9468
1989-01-31,3781,315.0858,315.0858,310.6516,310.6516,309.4854,308.9542
1989-02-28,3781,316.593,316.593,311.9564,311.9564,310.7384,310.1844
1989-03-31,3781,323.5925,323.5925,317.9094,317.9094,316.4207,315.7448
1989-04-30,3781,323.1021,323.1021,317.3696,317.3696,315.9243,315.2696
1989-05-31,3781,322.4947,322.4947,316.3237,316.3237,314.8971,314.2512
1989-06-30,3781,319.9019,319.9019,313.8757,313.8757,312.5483,311.9468
1989-07-31,3781,317.0874,317.0874,311.3131,311.3131,310.0776,309.5171
1989-08-31,3781,314.5161,314.5161,309.1994,309.1994,308.0284,307.4965
1989-09-30,3781,312.1873,312.1873,307.8902,307.8902,306.7665,306.2554
1989-10-31,3781,313.3156,313.3156,309.0511,309.0511,307.9288,307.417
1989-11-30,3781,314.5834,314.5834,310.1777,310.1777,309.0197,308.4923
1989-12-31,3781,314.9408,314.9408,310.5057,310.5057,309.3409,308.8107
1990-01-31,3781,318.0014,318.0014,313.0889,313.0889,311.797,311.2096
1990-02-28,3781,319.4137,319.4137,314.3094,314.3094,312.9682,312.3592
1990-03-31,3781,322.5026,322.5026,316.9177,316.9177,315.4533,314.7891
1990-04-30,3781,322.4635,322.4635,316.4064,316.4064,314.9579,314.3019
1990-05-31,3781,321.9045,321.9045,315.9688,315.9688,314.5357,313.8864
1990-06-30,3781,320.0005,320.0005,313.5936,313.5936,312.2413,311.6285
1990-07-31,3781,316.7282,316.7282,310.6117,310.6117,309.3588,308.7906
1990-08-31,3781,312.9601,312.9601,307.4003,307.4003,306.2273,305.6952
1990-09-30,3781,308.9361,308.9361,304.1409,304.1409,303.0448,302.5474
1990-10-31,3781,306.4625,306.4625,302.1771,302.1771,301.1348,300.661
1990-11-30,3781,305.6757,305.6757,301.7912,301.7912,300.7717,300.3074
1990-12-31,3781,304.9225,304.9225,301.1521,301.1521,300.1612,299.7096
1991-01-31,3781,304.3783,304.3783,300.6818,300.6818,299.7088,299.2652
1991-02-28,3781,304.7242,304.7242,301.0324,301.0324,300.0604,299.6168
1991-03-31,3781,316.1178,316.1178,311.046,311.046,309.7135,309.1054
1991-04-30,3781,322.5074,322.5074,316.3182,316.3182,314.7837,314.0872
1991-05-31,3781,322.6294,322.6294,316.2122,316.2122,314.7089,314.0279
1991-06-30,3781,320.1077,320.1077,313.7204,313.7204,312.3262,311.6946
1991-07-31,3781,316.4571,316.4571,310.332,310.332,309.0476,308.4653
1991-08-31,3781,311.6995,311.6995,306.1966,306.1966,305.0123,304.4755
1991-09-30,3781,308.3924,308.3924,303.4493,303.4493,302.3335,301.8269
1991-10-31,3781,305.1732,305.1732,300.7855,300.7855,299.7392,299.2639
1991-11-30,3781,303.525,303.525,299.6617,299.6617,298.6483,298.1871
1991-12-31,3781,303.6216,303.6216,299.8202,299.8202,298.8191,298.3626
1992-01-31,3781,305.3062,305.3062,301.4936,301.4936,300.4874,300.0276
1992-02-29,3781,315.2121,315.2121,310.2285,310.2285,308.9177,308.3194
1992-03-31,3781,322.4935,322.4935,316.5516,316.5516,314.9931,314.2854
1992-04-30,3781,322.7345,322.7345,316.5991,316.5991,315.0765,314.3866
1992-05-31,3781,321.1231,321.1231,314.5117,314.5117,313.0662,312.4113
1992-06-30,3781,317.9244,317.9244,311.8748,311.8748,310.5389,309.933
1992-07-31,3781,314.7398,314.7398,308.8103,308.8103,307.5636,306.9978
1992-08-31,3781,310.2436,310.2436,304.7296,304.7296,303.5726,303.0478
1992-09-30,3781,305.4937,305.4937,300.738,300.738,299.6626,299.1748
1992-10-31,3781,305.1677,305.1677,300.9399,300.9399,299.8766,299.3923
1992-11-30,3781,304.6318,304.6318,300.6631,300.6631,299.6331,299.1636
1992-12-31,3781,308.2959,308.2959,304.2417,304.2417,303.1733,302.6843
1993-01-31,3781,322.6539,322.6539,316.52,316.52,314.9122,314.1807
1993-02-28,3781,323.7265,323.7265,317.7413,317.7413,316.1714,315.4596
1993-03-31,3781,323.798,323.798,317.8984,317.8984,316.3526,315.652
1993-04-30,3781,323.3824,323.3824,317.5642,317.5642,316.0427,315.3533
1993-05-31,3781,323.0817,323.0817,317.2331,317.2331,315.7262,315.0434
1993-06-30,3781,322.7425,322.7425,316.5331,316.5331,315.0412,314.3654
1993-07-31,3781,320.8,320.8,314.5198,314.5198,313.1048,312.4637
1993-08-31,3781,318.7944,318.7944,313.0448,313.0448,311.7018,311.0925
1993-09-30,3781,315.994,315.994,310.4676,310.4676,309.2198,308.6534
1993-10-31,3781,315.3379,315.3379,310.6903,310.6903,309.4567,308.8935
1993-11-30,3781,314.7818,314.7818,310.2604,310.2604,309.0598,308.5122
1993-12-31,3781,316.4808,316.4808,311.6921,311.6921,310.4226,309.8438
1994-01-31,3781,317.5322,317.5322,312.6074,312.6074,311.3027,310.7088
1994-02-28,3781,320.8182,320.8182,315.3813,315.3813,313.944,313.2907
1994-03-31,3781,322.5489,322.5489,316.8846,316.8846,315.3878,314.7078
1994-04-30,3781,322.5695,322.5695,316.9405,316.9405,315.4527,314.7767
1994-05-31,3781,322.5356,322.5356,316.9238,316.9238,315.4405,314.7664
1994-06-30,3781,321.0612,321.0612,315.6824,315.6824,314.2593,313.6121
1994-07-31,3781,319.1315,319.1315,314.0477,314.0477,312.701,312.0879
1994-08-31,3781,315.883,315.883,311.1724,311.1724,309.9231,309.3539
1994-09-30,3781,313.1167,313.1167,308.6696,308.6696,307.4892,306.9508
1994-10-31,3781,309.5942,309.5942,304.6533,304.6533,303.5619,303.0665
1994-11-30,3781,309.384,309.384,305.2316,305.2316,304.1409,303.644
1994-12-31,3781,312.0754,312.0754,307.8368,307.8368,306.7212,306.2117
1995-01-31,3781,324.1519,324.1519,318.1578,318.1578,316.5869,315.8725
1995-02-28,3781,323.4102,323.4102,317.6957,317.6957,316.198,315.5193
1995-03-31,3781,325.2423,325.2423,319.3724,319.3724,317.8348,317.1376
1995-04-30,3781,324.4447,324.4447,318.692,318.692,317.1947,316.5163
1995-05-31,3781,324.1796,324.1796,318.4359,318.4359,316.9484,316.2744
1995-06-30,3781,323.0555,323.0555,317.1934,317.1934,315.7385,315.0796
1995-07-31,3781,322.1009,322.1009,315.7535,315.7535,314.3279,313.6823
1995-08-31,3781,320.0279,320.0279,314.0672,314.0672,312.7155,312.1028
1995-09-30,3781,316.968,316.968,311.4737,311.4737,310.2231,309.6557
1995-10-31,3781,315.5784,315.5784,310.4994,310.4994,309.2923,308.7433
1995-11-30,3781,314.5573,314.5573,310.0659,310.0659,308.8967,308.3642
1995-12-31,3781,318.4335,318.4335,313.3818,313.3818,312.0531,311.4488
1996-01-31,3781,322.5697,322.5697,316.9142,316.9142,315.4286,314.7545
1996-02-29,3781,324.173,324.173,318.4288,318.4288,316.9199,316.2358
1996-03-31,3781,323.6367,323.6367,318.0119,318.0119,316.5355,315.8664
1996-04-30,3781,323.2395,323.2395,317.5367,317.5367,316.0758,315.4137
1996-05-31,3781,323.3034,323.3034,317.5174,317.5174,316.0548,315.3919
1996-06-30,3781,322.522,322.522,316.0667,316.0667,314.6262,313.9736
1996-07-31,3781,319.7868,319.7868,313.5707,313.5707,312.2282,311.6195
1996-08-31,3781,316.668,316.668,310.9417,310.9417,309.6875,309.1182
1996-09-30,3781,315.7012,315.7012,310.483,310.483,309.2693,308.717
1996-10-31,3781,315.4685,315.4685,310.8498,310.8498,309.641,309.0906
1996-11-30,3781,316.5721,316.5721,311.811,311.811,310.5603,309.9913
1996-12-31,3781,324.0913,324.0913,318.2347,318.2347,316.6988,316.0011
1997-01-31,3781,325.6166,325.6166,319.7509,319.7509,318.2111,317.5129
1997-02-28,3781,323.2396,323.2396,317.6964,317.6964,316.2427,315.5844
1997-03-31,3781,322.6329,322.6329,317.1324,317.1324,315.6921,315.0394
1997-04-30,3781,322.52,322.52,316.9759,316.9759,315.5386,314.887
1997-05-31,3781,321.3212,321.3212,315.4728,315.4728,314.0853,313.4563
1997-06-30,3781,319.5389,319.5389,313.7565,313.7565,312.4338,311.8337
1997-07-31,3781,317.8225,317.8225,312.2107,312.2107,310.9474,310.3736
1997-08-31,3781,316.7401,316.7401,311.5455,311.5455,310.3147,309.755
1997-09-30,3781,314.8057,314.8057,309.6914,309.6914,308.5165,307.9821
1997-10-31,3781,314.9168,314.9168,310.3634,310.3634,309.1825,308.6441
1997-11-30,3781,316.9933,316.9933,312.1479,312.1479,310.8863,310.312
1997-12-31,3781,320.2184,320.2184,314.8814,314.8814,313.4916,312.86
1998-01-31,3781,324.023,324.023,318.2244,318.2244,316.7132,316.0273
1998-02-28,3781,324.8844,324.8844,319.0917,319.0917,317.5825,316.8981
1998-03-31,3781,323.7872,323.7872,318.1507,318.1507,316.6863,316.0225
1998-04-30,3781,323.4709,323.4709,317.8659,317.8659,316.4117,315.7522
1998-05-31,3781,323.7976,323.7976,318.1689,318.1689,316.7089,316.0467
1998-06-30,3781,323.2977,323.2977,317.5864,317.5864,316.1473,315.4947
1998-07-31,3781,322.6172,322.6172,316.5497,316.5497,315.1337,314.4918
1998-08-31,3781,321.6469,321.6469,315.8191,315.8191,314.4338,313.8054
1998-09-30,3781,320.3473,320.3473,314.7299,314.7299,313.3963,312.7911
1998-10-31,3781,320.1913,320.1913,315.0534,315.0534,313.7125,313.1021
1998-11-30,3781,322.4834,322.4834,317.0471,317.0471,315.6165,314.9665
1998-12-31,3781,322.8627,322.8627,317.4349,317.4349,316.0065,315.3578
1999-01-31,3781,322.9663,322.9663,317.5668,317.5668,316.1454,315.5005
1999-02-28,3781,323.9803,323.9803,318.503,318.503,317.0615,316.4073
1999-03-31,3781,323.6447,323.6447,318.2402,318.2402,316.8181,316.1723
1999-04-30,3781,323.1556,323.1556,317.8059,317.8059,316.3997,315.7606
1999-05-31,3781,322.8465,322.8465,317.4385,317.4385,316.0408,315.4053
1999-06-30,3781,322.6115,322.6115,317.1435,317.1435,315.7507,315.1172
1999-07-31,3781,322.137,322.137,316.7275,316.7275,315.3496,314.7228
1999-08-31,3781,321.498,321.498,316.2168,316.2168,314.863,314.2468
1999-09-30,3781,320.403,320.403,315.2534,315.2534,313.9432,313.3466
1999-10-31,3781,318.4781,318.4781,313.0962,313.0962,311.872,311.3164
1999-11-30,3781,319.0937,319.0937,314.2568,314.2568,312.9885,312.4123
1999-12-31,3781,319.5307,319.5307,314.6355,314.6355,313.3545,312.7729
2000-01-31,3781,322.5717,322.5717,317.2103,317.2103,315.8051,315.1677
2000-02-29,3781,324.1985,324.1985,318.7205,318.7205,317.2848,316.6339
2000-03-31,3781,323.9392,323.9392,318.541,318.541,317.1278,316.4873
2000-04-30,3781,323.1548,323.1548,317.8262,317.8262,316.4379,315.8089
2000-05-31,3781,322.7302,322.7302,317.2853,317.2853,315.9064,315.2815
2000-06-30,3781,322.1573,322.1573,316.0898,316.0898,314.7298,314.1135
2000-07-31,3781,320.3602,320.3602,314.617,314.617,313.3178,312.7285
2000-08-31,3781,318.8617,318.8617,313.4008,313.4008,312.1522,311.5853
2000-09-30,3781,317.5654,317.5654,312.3516,312.3516,311.1474,310.6001
2000-10-31,3781,317.5762,317.5762,312.9392,312.9392,311.7214,311.1676
2000-11-30,3781,317.0798,317.0798,312.5355,312.5355,311.3424,310.8
2000-12-31,3781,317.0364,317.0364,312.4958,312.4958,311.3035,310.7614
2001-01-31,3781,317.6219,317.6219,312.9948,312.9948,311.7779,311.2248
2001-02-28,3781,321.5322,321.5322,316.2727,316.2727,314.8924,314.2659
2001-03-31,3781,322.9289,322.9289,317.5207,317.5207,316.1029,315.46
2001-04-30,3781,322.7408,322.7408,317.3114,317.3114,315.9088,315.2731
2001-05-31,3781,322.4804,322.4804,316.432,316.432,315.0394,314.4083
2001-06-30,3781,320.5256,320.5256,314.5328,314.5328,313.2119,312.613
2001-07-31,3781,318.1562,318.1562,312.4982,312.4982,311.261,310.6992
2001-08-31,3781,315.8044,315.8044,310.5197,310.5197,309.3508,308.8195
2001-09-30,3781,313.5059,313.5059,308.6586,308.6586,307.547,307.0411
2001-10-31,3781,311.9441,311.9441,307.5921,307.5921,306.5153,306.0247
2001-11-30,3781,314.1479,314.1479,309.8583,309.8583,308.7289,308.2136
2001-12-31,3781,322.4427,322.4427,316.8723,316.8723,315.4106,314.7463
2002-01-31,3781,323.2409,323.2409,317.7215,317.7215,316.2721,315.6149
2002-02-28,3781,322.7845,322.7845,317.3603,317.3603,315.937,315.2919
2002-03-31,3781,322.9272,322.9272,317.4936,317.4936,316.0688,315.4228
2002-04-30,3781,322.7856,322.7856,317.3431,317.3431,315.9255,315.2828
2002-05-31,3781,322.5065,322.5065,316.9113,316.9113,315.5014,314.8622
2002-06-30,3781,320.5578,320.5578,314.4911,314.4911,313.1643,312.5627
2002-07-31,3781,318.1311,318.1311,312.5239,312.5239,311.2787,310.713
2002-08-31,3781,316.1445,316.1445,310.952,310.952,309.7716,309.2346
2002-09-30,3781,313.4719,313.4719,308.4943,308.4943,307.3813,306.8748
2002-10-31,3781,310.8193,310.8193,306.243,306.243,305.1818,304.6987
2002-11-30,3781,311.6396,311.6396,307.5715,307.5715,306.5026,306.0145
2002-12-31,3781,322.8196,322.8196,317.111,317.111,315.615,314.9345
2003-01-31,3781,323.9367,323.9367,318.3103,318.3103,316.8339,316.1643
