date,igw,wte_ft,head_ft_1,head_ft_2,head_ft_2,head_ft_3,head_ft_4
1983-01-31,4694,82.0052,82.0052,81.4726,81.4726,80.8449,80.9102
1983-02-28,4694,82.6543,82.6543,82.1449,82.1449,81.535,81.5997
1983-03-31,4694,83.1822,83.1822,82.6707,82.6707,82.0981,82.1649
1983-04-30,4694,81.051,81.051,81.0735,81.0735,81.1644,81.2772
1983-05-31,4694,79.189,79.189,79.4906,79.4906,79.9519,80.0899
1983-06-30,4694,78.5343,78.5343,79.0271,79.0271,79.6538,79.8004
1983-07-31,4694,77.597,77.597,78.4152,78.4152,79.3916,79.5631
1983-08-31,4694,77.5719,77.5719,78.3874,78.3874,79.3739,79.5488
1983-09-30,4694,77.5784,77.5784,78.2948,78.2948,79.1923,79.3645
1983-10-31,4694,76.968,76.968,77.7572,77.7572,78.742,78.9221
1983-11-30,4694,80.7042,80.7042,80.2092,80.2092,79.7834,79.866
1983-12-31,4694,82.5466,82.5466,81.7382,81.7382,80.8445,80.8905
1984-01-31,4694,80.3539,80.3539,80.5627,80.5627,80.7016,80.8158
1984-02-29,4694,79.8156,79.8156,80.1336,80.1336,80.4847,80.617
1984-03-31,4694,79.8884,79.8884,80.0486,80.0486,80.2884,80.4158
1984-04-30,4694,77.7533,77.7533,78.5699,78.5699,79.5261,79.7019
1984-05-31,4694,77.4412,77.4412,78.3067,78.3067,79.3247,79.5034
1984-06-30,4694,77.5056,77.5056,78.3358,78.3358,79.3123,79.4886
1984-07-31,4694,77.6265,77.6265,78.4238,78.4238,79.3471,79.5215
1984-08-31,4694,77.7332,77.7332,78.4702,78.4702,79.3154,79.4873
1984-09-30,4694,77.2165,77.2165,77.9514,77.9514,78.8083,78.9844
1984-10-31,4694,77.3263,77.3263,78.0045,78.0045,78.8275,79.0018
1984-11-30,4694,80.1982,80.1982,80.0051,80.0051,79.89,79.9989
1984-12-31,4694,78.76,78.76,79.3045,79.3045,79.9042,80.0576
1985-01-31,4694,77.9374,77.9374,78.7986,78.7986,79.7866,79.9665
1985-02-28,4694,78.3221,78.3221,78.9547,78.9547,79.7642,79.9334
1985-03-31,4694,78.957,78.957,79.3048,79.3048,79.8151,79.9637
1985-04-30,4694,77.75,77.75,78.4409,78.4409,79.32,79.4918
1985-05-31,4694,77.9788,77.9788,78.8051,78.8051,79.8188,79.9957
1985-06-30,4694,78.194,78.194,79.2721,79.2721,80.5694,80.7663
1985-07-31,4694,78.6786,78.6786,79.8669,79.8669,81.3006,81.5112
1985-08-31,4694,78.8402,78.8402,80.111,80.111,81.6495,81.8726
1985-09-30,4694,78.3529,78.3529,79.5459,79.5459,81.0337,81.2583
1985-10-31,4694,77.3711,77.3711,78.6099,78.6099,80.1488,80.3769
1985-11-30,4694,78.4436,78.4436,79.1744,79.1744,80.1412,80.3276
1985-12-31,4694,78.3541,78.3541,79.0812,79.0812,80.0038,80.1846
1986-01-31,4694,80.7712,80.7712,80.6995,80.6995,80.7382,80.8567
1986-02-28,4694,83.032,83.032,82.3846,82.3846,81.7372,81.8062
1986-03-31,4694,82.3497,82.3497,82.0591,82.0591,81.7619,81.8532
1986-04-30,4694,78.802,78.802,79.3111,79.3111,79.9382,80.0937
1986-05-31,4694,78.5515,78.5515,79.2136,79.2136,79.9889,80.148
1986-06-30,4694,78.0734,78.0734,79.0808,79.0808,80.2948,80.4844
1986-07-31,4694,78.5046,78.5046,79.5784,79.5784,80.9121,81.1136
1986-08-31,4694,78.6759,78.6759,79.8623,79.8623,81.3375,81.5541
1986-09-30,4694,78.2623,78.2623,79.42,79.42,80.8928,81.1149
1986-10-31,4694,77.2267,77.2267,78.2563,78.2563,79.6007,79.816
1986-11-30,4694,77.3861,77.3861,78.1094,78.1094,79.0662,79.251
1986-12-31,4694,77.7614,77.7614,78.3296,78.3296,79.0727,79.2393
1987-01-31,4694,78.313,78.313,78.6979,78.6979,79.2222,79.3724
1987-02-28,4694,79.0992,79.0992,79.2157,79.2157,79.4359,79.5648
1987-03-31,4694,81.5048,81.5048,80.851,80.851,80.2077,80.2767
1987-04-30,4694,77.9278,77.9278,78.4428,78.4428,78.996,79.1437
1987-05-31,4694,77.7312,77.7312,78.3724,78.3724,79.0577,79.2112
1987-06-30,4694,77.8316,77.8316,78.593,78.593,79.4449,79.6109
1987-07-31,4694,78.199,78.199,79.0205,79.0205,79.9714,80.1476
1987-08-31,4694,78.2935,78.2935,79.2301,79.2301,80.3348,80.5259
1987-09-30,4694,77.7786,77.7786,78.7887,78.7887,80.023,80.2286
1987-10-31,4694,77.1984,77.1984,78.2541,78.2541,79.5643,79.7774
1987-11-30,4694,77.6828,77.6828,78.5076,78.5076,79.5493,79.7424
1987-12-31,4694,80.4766,80.4766,80.4206,80.4206,80.481,80.6043
1988-01-31,4694,80.8338,80.8338,80.9095,80.9095,81.017,81.1392
1988-02-29,4694,78.4573,78.4573,79.3049,79.3049,80.2721,80.4539
1988-03-31,4694,78.1802,78.1802,78.8983,78.8983,79.7859,79.9637
1988-04-30,4694,77.5341,77.5341,78.144,78.144,78.9287,79.0969
1988-05-31,4694,77.8037,77.8037,78.4603,78.4603,79.2368,79.3981
1988-06-30,4694,77.7115,77.7115,78.6171,78.6171,79.6897,79.8719
1988-07-31,4694,78.1152,78.1152,79.1424,79.1424,80.3652,80.561
1988-08-31,4694,78.2804,78.2804,79.4404,79.4404,80.8289,81.042
1988-09-30,4694,77.7978,77.7978,78.9743,78.9743,80.4239,80.6478
1988-10-31,4694,77.0989,77.0989,78.2415,78.2415,79.6709,79.8934
1988-11-30,4694,78.2868,78.2868,78.8946,78.8946,79.7063,79.8835
1988-12-31,4694,78.2906,78.2906,78.8869,78.8869,79.6327,79.8019
1989-01-31,4694,77.9086,77.9086,78.592,78.592,79.4205,79.5946
1989-02-28,4694,77.6992,77.6992,78.3417,78.3417,79.1426,79.3148
1989-03-31,4694,81.8573,81.8573,81.0518,81.0518,80.2855,80.3493
1989-04-30,4694,78.4094,78.4094,78.5436,78.5436,78.6524,78.7703
1989-05-31,4694,77.7588,77.7588,78.2159,78.2159,78.6356,78.7679
1989-06-30,4694,77.6917,77.6917,78.3545,78.3545,79.0472,79.1987
1989-07-31,4694,78.0458,78.0458,78.8225,78.8225,79.6714,79.8366
1989-08-31,4694,78.3099,78.3099,79.1989,79.1989,80.1993,80.3799
1989-09-30,4694,78.4358,78.4358,79.1835,79.1835,80.087,80.2677
1989-10-31,4694,77.665,77.665,78.6143,78.6143,79.6491,79.8359
1989-11-30,4694,77.6665,77.6665,78.4538,78.4538,79.3512,79.5287
1989-12-31,4694,77.4979,77.4979,78.252,78.252,79.1225,79.2971
1990-01-31,4694,78.8519,78.8519,79.0912,79.0912,79.4133,79.5499
1990-02-28,4694,78.2282,78.2282,78.6795,78.6795,79.2038,79.3527
1990-03-31,4694,78.4886,78.4886,78.7619,78.7619,79.1079,79.2443
1990-04-30,4694,77.2484,77.2484,77.8272,77.8272,78.5302,78.6893
1990-05-31,4694,78.3036,78.3036,78.7108,78.7108,79.1878,79.3254
1990-06-30,4694,77.7523,77.7523,78.6421,78.6421,79.6171,79.7863
1990-07-31,4694,78.1964,78.1964,79.1524,79.1524,80.2132,80.3897
1990-08-31,4694,78.3684,78.3684,79.409,79.409,80.5657,80.7523
1990-09-30,4694,77.6677,77.6677,78.7491,78.7491,79.987,80.1855
1990-10-31,4694,77.2121,77.2121,78.1917,78.1917,79.3367,79.5304
1990-11-30,4694,77.2193,77.2193,78.0348,78.0348,78.9896,79.1696
1990-12-31,4694,77.3041,77.3041,78.0037,78.0037,78.8175,78.9868
1991-01-31,4694,77.1887,77.1887,77.8393,77.8393,78.5986,78.7643
1991-02-28,4694,77.4279,77.4279,77.8983,77.8983,78.4662,78.6184
1991-03-31,4694,81.5227,81.5227,80.625,80.625,79.6875,79.7348
1991-04-30,4694,77.9267,77.9267,77.9503,77.9503,77.952,78.0608
1991-05-31,4694,77.1744,77.1744,77.2624,77.2624,77.3132,77.4201
1991-06-30,4694,77.0505,77.0505,77.2072,77.2072,77.3232,77.4317
1991-07-31,4694,76.8422,76.8422,77.0041,77.0041,77.1592,77.2713
1991-08-31,4694,77.0285,77.0285,77.2838,77.2838,77.5046,77.6205
1991-09-30,4694,77.0291,77.0291,77.2759,77.2759,77.4941,77.6125
1991-10-31,4694,76.6912,76.6912,76.9417,76.9417,77.1805,77.3025
1991-11-30,4694,76.8578,76.8578,77.0691,77.0691,77.2365,77.3526
1991-12-31,4694,77.5767,77.5767,77.6027,77.6027,77.5539,77.6547
1992-01-31,4694,77.4895,77.4895,77.6193,77.6193,77.6722,77.7795
1992-02-29,4694,81.1829,81.1829,80.1417,80.1417,78.9353,78.9559
1992-03-31,4694,80.4497,80.4497,79.9382,79.9382,79.2118,79.2614
1992-04-30,4694,77.482,77.482,77.4634,77.4634,77.3871,77.4847
1992-05-31,4694,77.0763,77.0763,77.2579,77.2579,77.355,77.4579
1992-06-30,4694,77.1644,77.1644,77.3751,77.3751,77.5459,77.6537
1992-07-31,4694,77.0542,77.0542,77.4983,77.4983,77.9299,78.0555
1992-08-31,4694,77.2059,77.2059,77.8135,77.8135,78.4357,78.5764
1992-09-30,4694,77.1861,77.1861,77.7368,77.7368,78.3335,78.4783
1992-10-31,4694,77.1008,77.1008,77.73,77.73,78.3733,78.5203
1992-11-30,4694,77.0826,77.0826,77.7246,77.7246,78.3909,78.5413
1992-12-31,4694,78.8318,78.8318,78.9299,78.9299,79.0209,79.1337
1993-01-31,4694,82.0998,82.0998,81.3672,81.3672,80.4914,80.5363
1993-02-28,4694,82.414,82.414,81.9632,81.9632,81.3035,81.3594
1993-03-31,4694,81.9808,81.9808,81.8035,81.8035,81.4822,81.5615
1993-04-30,4694,79.4175,79.4175,79.5478,79.5478,79.654,79.7649
1993-05-31,4694,79.0619,79.0619,79.4031,79.4031,79.6834,79.798
1993-06-30,4694,78.4295,78.4295,79.1991,79.1991,79.995,80.1434
1993-07-31,4694,78.1389,78.1389,79.2991,79.2991,80.5472,80.7273
1993-08-31,4694,78.4857,78.4857,79.7884,79.7884,81.211,81.4075
1993-09-30,4694,78.0407,78.0407,79.4115,79.4115,80.9527,81.1664
1993-10-31,4694,77.368,77.368,78.7052,78.7052,80.2898,80.5152
1993-11-30,4694,77.7417,77.7417,78.8041,78.8041,80.1088,80.3168
1993-12-31,4694,78.8199,78.8199,79.5205,79.5205,80.4191,80.5981
1994-01-31,4694,78.6131,78.6131,79.451,79.451,80.4551,80.6396
1994-02-28,4694,80.1522,80.1522,80.4178,80.4178,80.8138,80.9562
1994-03-31,4694,78.6804,78.6804,79.3882,79.3882,80.2266,80.3974
1994-04-30,4694,77.2142,77.2142,78.0554,78.0554,79.1206,79.3074
1994-05-31,4694,77.4368,77.4368,78.1707,78.1707,79.1072,79.2794
1994-06-30,4694,77.2964,77.2964,78.3137,78.3137,79.5393,79.7285
1994-07-31,4694,77.5579,77.5579,78.7833,78.7833,80.222,80.4276
1994-08-31,4694,77.7762,77.7762,79.0354,79.0354,80.5141,80.7281
1994-09-30,4694,77.6752,77.6752,78.7572,78.7572,80.0615,80.27
1994-10-31,4694,77.3266,77.3266,78.3429,78.3429,79.5829,79.7901
1994-11-30,4694,78.0562,78.0562,78.7629,78.7629,79.6531,79.8353
1994-12-31,4694,79.5131,79.5131,79.812,79.812,80.225,80.3722
1995-01-31,4694,83.0838,83.0838,82.4263,82.4263,81.7443,81.8143
1995-02-28,4694,80.4801,80.4801,80.9595,80.9595,81.4278,81.5724
1995-03-31,4694,82.9904,82.9904,82.503,82.503,82.0407,82.1239
1995-04-30,4694,81.8873,81.8873,81.4263,81.4263,80.9956,81.0787
1995-05-31,4694,81.7718,81.7718,81.4191,81.4191,81.0857,81.1702
1995-06-30,4694,79.3861,79.3861,80.0972,80.0972,80.9614,81.1271
1995-07-31,4694,78.0101,78.0101,79.366,79.366,81.0148,81.2378
1995-08-31,4694,77.977,77.977,79.4157,79.4157,81.2042,81.4427
1995-09-30,4694,77.8369,77.8369,79.1179,79.1179,80.7577,80.9931
1995-10-31,4694,77.224,77.224,78.4862,78.4862,80.0901,80.3239
1995-11-30,4694,77.6843,77.6843,78.6867,78.6867,79.9746,80.1837
1995-12-31,4694,80.4023,80.4023,80.5192,80.5192,80.8065,80.9436
1996-01-31,4694,80.8154,80.8154,81.0104,81.0104,81.2686,81.3994
1996-02-29,4694,82.3768,82.3768,82.1125,82.1125,81.8615,81.9572
1996-03-31,4694,81.4713,81.4713,81.5139,81.5139,81.5822,81.6992
1996-04-30,4694,79.6203,79.6203,79.7164,79.7164,79.8924,80.0162
1996-05-31,4694,80.3008,80.3008,80.2796,80.2796,80.2784,80.3837
1996-06-30,4694,77.9292,77.9292,78.9761,78.9761,80.1617,80.3495
1996-07-31,4694,77.8151,77.8151,79.0438,79.0438,80.52,80.7333
1996-08-31,4694,77.9328,77.9328,79.2507,79.2507,80.8558,81.0837
1996-09-30,4694,77.697,77.697,78.9191,78.9191,80.4393,80.6667
1996-10-31,4694,77.7042,77.7042,78.9179,78.9179,80.4316,80.6535
1996-11-30,4694,78.4933,78.4933,79.5778,79.5778,80.9807,81.1886
1996-12-31,4694,82.6187,82.6187,82.6621,82.6621,82.922,83.0444
1997-01-31,4694,83.695,83.695,83.9369,83.9369,84.2249,84.3409
1997-02-28,4694,80.3967,80.3967,81.7395,81.7395,83.2164,83.4163
1997-03-31,4694,79.0867,79.0867,80.3947,80.3947,81.9291,82.1394
1997-04-30,4694,77.6338,77.6338,78.9717,78.9717,80.6672,80.8911
1997-05-31,4694,77.9176,77.9176,79.1932,79.1932,80.8382,81.0561
1997-06-30,4694,77.9209,77.9209,79.3715,79.3715,81.224,81.4586
1997-07-31,4694,78.2663,78.2663,79.7674,79.7674,81.6504,81.8909
1997-08-31,4694,78.33,78.33,79.8868,79.8868,81.8011,82.0472
1997-09-30,4694,77.7639,77.7639,79.1207,79.1207,80.8598,81.0994
1997-10-31,4694,77.5165,77.5165,78.8118,78.8118,80.472,80.703
1997-11-30,4694,80.1871,80.1871,80.6725,80.6725,81.4406,81.6052
1997-12-31,4694,79.77,79.77,80.7731,80.7731,82.0114,82.2001
1998-01-31,4694,82.71,82.71,82.9572,82.9572,83.3369,83.4641
1998-02-28,4694,83.5831,83.5831,83.7805,83.7805,84.014,84.129
1998-03-31,4694,82.2958,82.2958,82.8109,82.8109,83.4041,83.5463
1998-04-30,4694,80.4561,80.4561,80.9164,80.9164,81.5666,81.7168
1998-05-31,4694,81.8761,81.8761,81.9426,81.9426,82.1299,82.2423
1998-06-30,4694,80.0165,80.0165,81.0386,81.0386,82.2682,82.4504
1998-07-31,4694,78.9213,78.9213,80.4471,80.4471,82.2695,82.4968
1998-08-31,4694,78.6227,78.6227,80.2578,80.2578,82.2134,82.4562
1998-09-30,4694,78.1212,78.1212,79.7002,79.7002,81.6466,81.8954
1998-10-31,4694,77.5604,77.5604,79.096,79.096,81.0298,81.2798
1998-11-30,4694,79.9139,79.9139,80.6734,80.6734,81.7585,81.9472
1998-12-31,4694,80.1306,80.1306,81.1,81.1,82.3427,82.536
1999-01-31,4694,80.2599,80.2599,81.3602,81.3602,82.6961,82.893
1999-02-28,4694,82.3307,82.3307,82.7032,82.7032,83.2447,83.3887
1999-03-31,4694,81.749,81.749,82.2395,82.2395,82.8494,82.998
1999-04-30,4694,79.0482,79.0482,79.9142,79.9142,80.9987,81.1822
1999-05-31,4694,78.8095,78.8095,79.7745,79.7745,80.9335,81.1171
1999-06-30,4694,78.0056,78.0056,79.3421,79.3421,80.9619,81.1792
1999-07-31,4694,78.3747,78.3747,79.719,79.719,81.3668,81.5895
1999-08-31,4694,78.5988,78.5988,79.9895,79.9895,81.6597,81.8872
1999-09-30,4694,77.9481,77.9481,79.4075,79.4075,81.1879,81.4273
1999-10-31,4694,77.6045,77.6045,79.0771,79.0771,80.9109,81.1519
1999-11-30,4694,78.6748,78.6748,79.834,79.834,81.3443,81.5585
1999-12-31,4694,78.7551,78.7551,80.0826,80.0826,81.7409,81.959
2000-01-31,4694,80.544,80.544,81.4059,81.4059,82.5044,82.6808
2000-02-29,4694,82.7303,82.7303,82.9352,82.9352,83.2555,83.3784
2000-03-31,4694,82.2711,82.2711,82.5723,82.5723,82.9375,83.0646
2000-04-30,4694,79.3242,79.3242,80.098,80.098,81.0669,81.2385
2000-05-31,4694,78.6166,78.6166,79.6713,79.6713,80.9524,81.1408
2000-06-30,4694,77.9424,77.9424,79.3918,79.3918,81.1866,81.4123
2000-07-31,4694,78.4297,78.4297,79.9215,79.9215,81.7813,82.0158
2000-08-31,4694,78.4895,78.4895,80.1113,80.1113,82.0866,82.3334
2000-09-30,4694,78.0594,78.0594,79.6614,79.6614,81.6542,81.9068
2000-10-31,4694,78.305,78.305,79.6409,79.6409,81.3496,81.5821
2000-11-30,4694,78.3396,78.3396,79.6811,79.6811,81.3627,81.59
2000-12-31,4694,78.5358,78.5358,79.8872,79.8872,81.5675,81.7918
2001-01-31,4694,79.4446,79.4446,80.5439,80.5439,81.9188,82.1208
2001-02-28,4694,80.6846,80.6846,81.3138,81.3138,82.1467,82.3126
2001-03-31,4694,80.0183,80.0183,80.7183,80.7183,81.5927,81.7629
2001-04-30,4694,77.9935,77.9935,78.8274,78.8274,79.9108,80.0977
2001-05-31,4694,77.6944,77.6944,78.7198,78.7198,79.9747,80.1669
2001-06-30,4694,77.6339,77.6339,78.9226,78.9226,80.5071,80.7217
2001-07-31,4694,78.0726,78.0726,79.4955,79.4955,81.2453,81.4742
2001-08-31,4694,78.2085,78.2085,79.7909,79.7909,81.699,81.9425
2001-09-30,4694,77.9893,77.9893,79.4887,79.4887,81.337,81.581
2001-10-31,4694,77.7647,77.7647,79.1431,79.1431,80.8739,81.1097
2001-11-30,4694,79.7622,79.7622,80.4783,80.4783,81.4596,81.64
2001-12-31,4694,82.0656,82.0656,82.3074,82.3074,82.6921,82.8257
2002-01-31,4694,81.7132,81.7132,82.4122,82.4122,83.1927,83.3486
2002-02-28,4694,79.4635,79.4635,80.7879,80.7879,82.2924,82.5014
2002-03-31,4694,79.8929,79.8929,80.6978,80.6978,81.707,81.8863
2002-04-30,4694,77.9815,77.9815,79.0494,79.0494,80.4015,80.6044
2002-05-31,4694,78.1355,78.1355,79.2398,79.2398,80.6275,80.8274
2002-06-30,4694,77.8408,77.8408,79.2657,79.2657,81.0526,81.2795
2002-07-31,4694,78.2275,78.2275,79.7252,79.7252,81.6014,81.8377
2002-08-31,4694,78.1874,78.1874,79.7938,79.7938,81.7774,82.0251
2002-09-30,4694,77.718,77.718,79.1808,79.1808,81.0303,81.2747
2002-10-31,4694,77.5552,77.5552,78.9078,78.9078,80.5992,80.8304
2002-11-30,4694,78.4027,78.4027,79.4858,79.4858,80.8496,81.0547
2002-12-31,4694,82.4597,82.4597,82.4098,82.4098,82.5117,82.6263
2003-01-31,4694,82.5277,82.5277,82.955,82.955,83.3998,83.5302
2003-02-28,4694,80.5299,80.5299,81.6055,81.6055,82.7862,82.9699
2003-03-31,4694,80.6404,80.6404,81.3338,81.3338,82.1868,82.3532
2003-04-30,4694,81.5219,81.5219,81.3792,81.3792,81.3564,81.464
2003-05-31,4694,80.0814,80.0814,80.1597,80.1597,80.3328,80.4495
2003-06-30,4694,77.9518,77.9518,78.8831,78.8831,79.9512,80.1249
2003-07-31,4694,77.8398,77.8398,78.9626,78.9626,80.2794,80.4718
2003-08-31,4694,78.1779,78.1779,79.387,79.387,80.8127,81.0166
2003-09-30,4694,77.8681,77.8681,79.1753,79.1753,80.7355,80.9554
2003-10-31,4694,77.5152,77.5152,79.02,79.02,80.7409,80.9699
2003-11-30,4694,78.732,78.732,79.8959,79.8959,81.269,81.4737
2003-12-31,4694,82.0266,82.0266,82.3401,82.3401,82.778,82.9158
2004-01-31,4694,81.2191,81.2191,82.1996,82.1996,83.2539,83.4292
2004-02-29,4694,82.6141,82.6141,83.0484,83.0484,83.5952,83.7411
2004-03-31,4694,80.5236,80.5236,81.3877,81.3877,82.4315,82.6149
2004-04-30,4694,78.0572,78.0572,79.2749,79.2749,80.8378,81.0581
2004-05-31,4694,77.9674,77.9674,79.3274,79.3274,81.0622,81.2866
2004-06-30,4694,77.9651,77.9651,79.591,79.591,81.6484,81.8927
2004-07-31,4694,78.3769,78.3769,80.1116,80.1116,82.2573,82.5081
2004-08-31,4694,78.3135,78.3135,80.178,80.178,82.4477,82.7099
2004-09-30,4694,77.8339,77.8339,79.5174,79.5174,81.6187,81.8761
2004-10-31,4694,78.6134,78.6134,79.8281,79.8281,81.4044,81.6255
2004-11-30,4694,78.5866,78.5866,79.8671,79.8671,81.4599,81.6787
2004-12-31,4694,81.191,81.191,81.743,81.743,82.5314,82.6917
2005-01-31,4694,81.7574,81.7574,82.4689,82.4689,83.3043,83.4621
2005-02-28,4694,80.1054,80.1054,81.3258,81.3258,82.7176,82.9162
2005-03-31,4694,81.1392,81.1392,81.6559,81.6559,82.3473,82.5033
2005-04-30,4694,78.7154,78.7154,79.3509,79.3509,80.2175,80.3881
2005-05-31,4694,80.5706,80.5706,80.7363,80.7363,81.0381,81.1607
2005-06-30,4694,78.8213,78.8213,80.0384,80.0384,81.4966,81.6941
2005-07-31,4694,78.3605,78.3605,80.0184,80.0184,82.0422,82.2817
2005-08-31,4694,78.487,78.487,80.2736,80.2736,82.4647,82.7209
2005-09-30,4694,77.9988,77.9988,79.7282,79.7282,81.8803,82.1414
2005-10-31,4694,77.5578,77.5578,79.1352,79.1352,81.1386,81.392
2005-11-30,4694,78.9686,78.9686,80.0361,80.0361,81.4317,81.6403
2005-12-31,4694,82.869,82.869,82.8789,82.8789,83.0592,83.1803
2006-01-31,4694,82.8166,82.8166,83.2885,83.2885,83.8202,83.9597
2006-02-28,4694,82.2611,82.2611,82.8792,82.8792,83.6029,83.758
2006-03-31,4694,82.8926,82.8926,83.1383,83.1383,83.4957,83.6276
2006-04-30,4694,82.7891,82.7891,82.6841,82.6841,82.6807,82.7883
2006-05-31,4694,80.5431,80.5431,81.3008,81.3008,82.2212,82.3877
2006-06-30,4694,78.5042,78.5042,80.0182,80.0182,81.8706,82.1014
2006-07-31,4694,78.3175,78.3175,79.9128,79.9128,81.9138,82.1575
2006-08-31,4694,78.5391,78.5391,80.0969,80.0969,82.053,82.296
2006-09-30,4694,77.9713,77.9713,79.504,79.504,81.4286,81.6747
2006-10-31,4694,77.4867,77.4867,78.9519,78.9519,80.7789,81.0207
2006-11-30,4694,78.7331,78.7331,79.7677,79.7677,81.064,81.2669
2006-12-31,4694,80.2378,80.2378,80.9087,80.9087,81.7561,81.9255
2007-01-31,4694,78.4345,78.4345,79.8202,79.8202,81.398,81.6174
2007-02-28,4694,80.9373,80.9373,81.2692,81.2692,81.7857,81.9375
2007-03-31,4694,78.795,78.795,79.6523,79.6523,80.7255,80.9176
2007-04-30,4694,77.3042,77.3042,78.1323,78.1323,79.2362,79.4314
2007-05-31,4694,77.6375,77.6375,78.5203,78.5203,79.6286,79.8146
2007-06-30,4694,77.6557,77.6557,78.8358,78.8358,80.3001,80.5089
2007-07-31,4694,78.1472,78.1472,79.4634,79.4634,81.0922,81.3155
2007-08-31,4694,78.172,78.172,79.6439,79.6439,81.4435,81.6837
2007-09-30,4694,77.8534,77.8534,79.178,79.178,80.8189,81.0545
2007-10-31,4694,77.5132,77.5132,78.7256,78.7256,80.2103,80.4343
2007-11-30,4694,78.2029,78.2029,79.1627,79.1627,80.3165,80.5131
2007-12-31,4694,79.0831,79.0831,79.8423,79.8423,80.7521,80.9283
2008-01-31,4694,81.3754,81.3754,81.4751,81.4751,81.6646,81.7903
2008-02-29,4694,79.9743,79.9743,80.6183,80.6183,81.366,81.5297
2008-03-31,4694,78.2978,78.2978,79.2182,79.2182,80.348,80.5424
2008-04-30,4694,77.2055,77.2055,78.1217,78.1217,79.3134,79.5111
2008-05-31,4694,77.6011,77.6011,78.5647,78.5647,79.7883,79.9805
2008-06-30,4694,77.691,77.691,78.9305,78.9305,80.4801,80.6935
2008-07-31,4694,77.9558,77.9558,79.3664,79.3664,81.1145,81.3454
2008-08-31,4694,77.9202,77.9202,79.4351,79.4351,81.3056,81.5509
2008-09-30,4694,77.511,77.511,78.7972,78.7972,80.4256,80.6609
2008-10-31,4694,77.4316,77.4316,78.5568,78.5568,79.9738,80.1924
2008-11-30,4694,78.0265,78.0265,78.9737,78.9737,80.1533,80.3508
2008-12-31,4694,78.4068,78.4068,79.3714,79.3714,80.5503,80.7435
2009-01-31,4694,77.9316,77.9316,79.1138,79.1138,80.5286,80.7378
2009-02-28,4694,81.6092,81.6092,81.4786,81.4786,81.4933,81.6084
2009-03-31,4694,80.8598,80.8598,81.0226,81.0226,81.2726,81.4028
2009-04-30,4694,77.5067,77.5067,78.3337,78.3337,79.3741,79.5601
2009-05-31,4694,77.7693,77.7693,78.5958,78.5958,79.6221,79.7993
2009-06-30,4694,77.6249,77.6249,78.7719,78.7719,80.1966,80.3996
2009-07-31,4694,77.9432,77.9432,79.2735,79.2735,80.9241,81.146
2009-08-31,4694,78.0216,78.0216,79.4918,79.4918,81.3077,81.5477
2009-09-30,4694,77.676,77.676,79.0086,79.0086,80.6939,80.9327
2009-10-31,4694,77.8652,77.8652,78.9833,78.9833,80.388,80.6056
2009-11-30,4694,78.2526,78.2526,79.2886,79.2886,80.5458,80.7483
2009-12-31,4694,79.094,79.094,79.9741,79.9741,81.0458,81.2318
2010-01-31,4694,82.0124,82.0124,82.107,82.107,82.3028,82.4268
2010-02-28,4694,81.2709,81.2709,81.7671,81.7671,82.3467,82.4959
2010-03-31,4694,79.7099,79.7099,80.4792,80.4792,81.4308,81.6102
2010-04-30,4694,80.1792,80.1792,80.168,80.168,80.3126,80.4387
2010-05-31,4694,78.7483,78.7483,79.3784,79.3784,80.1394,80.2995
2010-06-30,4694,78.0449,78.0449,79.0964,79.0964,80.3775,80.5717
2010-07-31,4694,78.0726,78.0726,79.3194,79.3194,80.8554,81.0689
2010-08-31,4694,78.2576,78.2576,79.5881,79.5881,81.2381,81.4644
2010-09-30,4694,77.8289,77.8289,79.1406,79.1406,80.7816,81.014
2010-10-31,4694,77.7746,77.7746,78.927,78.927,80.3976,80.6186
2010-11-30,4694,78.7248,78.7248,79.622,79.622,80.7707,80.9648
2010-12-31,4694,82.0182,82.0182,82.0818,82.0818,82.2911,82.4158
2011-01-31,4694,80.0296,80.0296,81.1455,81.1455,82.396,82.5874
2011-02-28,4694,81.279,81.279,81.8252,81.8252,82.5625,82.7234
2011-03-31,4694,82.7233,82.7233,82.6883,82.6883,82.7941,82.9131
2011-04-30,4694,80.1277,80.1277,80.4159,80.4159,80.883,81.0287
2011-05-31,4694,80.3258,80.3258,80.6491,80.6491,81.1176,81.2559
2011-06-30,4694,79.7131,79.7131,80.5209,80.5209,81.5719,81.7489
2011-07-31,4694,78.5449,78.5449,79.9772,79.9772,81.7532,81.9836
2011-08-31,4694,78.308,78.308,79.8653,79.8653,81.8189,82.0683
2011-09-30,4694,77.784,77.784,79.2421,79.2421,81.108,81.3588
2011-10-31,4694,77.7837,77.7837,79.0439,79.0439,80.6842,80.919
2011-11-30,4694,78.4001,78.4001,79.5421,79.5421,81.0089,81.2263
2011-12-31,4694,78.344,78.344,79.6524,79.6524,81.2919,81.5171
2012-01-31,4694,79.2932,79.2932,80.3255,80.3255,81.6727,81.8779
2012-02-29,4694,78.098,78.098,79.4033,79.4033,81.0375,81.2648
2012-03-31,4694,81.6025,81.6025,81.514,81.514,81.6429,81.7687
2012-04-30,4694,79.5058,79.5058,79.6888,79.6888,80.0298,80.1693
2012-05-31,4694,77.747,77.747,78.6317,78.6317,79.678,79.8581
2012-06-30,4694,77.6006,77.6006,78.7124,78.7124,80.0822,80.2834
